"YearCE" "Conflict" "Monuments" "Monuments_adj" "Cariaco_Rub_SST" "Cariaco_Bull_SST" "YokCave_d18O"
875 0 1 1 28.0388 28.0403 -4
876 0 0 0 27.9993 28.1554 -3.98
877 0 0 0 28.0222 28.2693 -4.06
878 0 2 2 28.0435 28.1238 -4.14
879 0 7 7 27.9601 27.6641 -4.22
880 2 1 1 27.9899 27.1842 -4.29
881 1 5 5 28.1424 26.682 -4.36
882 0 2 2 28.1196 26.1555 -4.43
883 0 0 0 28.0743 26.3108 -4.40333333333333
884 0 1 1 28.0847 26.4723 -4.37666666666667
885 0 0 0 28.1204 26.6316 -4.35
886 0 0 0 28.2318 26.7885 -4.29666666666667
887 0 0 0 28.1235 26.9536 -4.24333333333333
888 0 0 0 27.9932 27.1262 -4.19
889 0 7 7 28.0355 27.296 -4.17
890 0 0 0 28.1072 27.4632 -4.15
891 0 0 0 28.258 27.6189 -4.13
892 0 0 0 28.2383 27.5416 -4.07
893 0 0 0 28.1009 27.4638 -4.01
894 0 0 0 28.2131 27.3855 -3.98666666666667
895 0 1 1 28.2229 27.3065 -3.96333333333333
896 0 0 0 27.9698 27.227 -3.94
897 0 0 0 28.0139 27.1469 -3.81
898 0 0 0 28.3283 27.0662 -3.68
899 0 0 0 28.5093 26.9849 -3.795
900 0 1 1 28.5338 26.9143 -3.91
901 0 0 0 28.2588 26.9604 -4.03
902 0 0 0 28.0141 27.0063 -4.15
903 0 0 0 27.9541 27.052 -4.32
904 0 1 1 27.956 27.0975 -4.14
905 0 0 0 27.9903 27.1428 -3.96
906 0 1 1 27.8829 27.188 -4.045
907 0 1 1 27.7937 27.2329 -4.13
908 0 0 0 27.7927 27.2777 -3.95
909 0 1 1 27.8348 27.2848 -4.13
910 0 1 1 27.9477 27.0542 -4.015
911 0 0 0 28.0018 26.8186 -4.15
912 0 0 0 28.0997 26.5777 -4.165
913 0 0 0 28.3082 26.3314 -4.025
914 0 0 0 28.4097 26.3298 -3.8
915 0 0 0 28.4707 26.4537 -3.905
916 0 0 0 28.2752 26.5762 -4.05
917 0 0 0 28.0283 26.6973 -4.075
918 0 0 0 28.0946 26.7653 -3.88
919 0 0 0 28.1708 26.6071 -3.835
920 0 0 0 28.2731 26.4466 -3.955
921 0 0 0 28.1976 26.2837 -3.94
922 0 0 0 28.151 26.1183 -3.84666666666667
923 0 0 0 28.3917 26.2358 -3.923125
924 0 0 0 28.4084 26.4638 -3.95763888888889
925 0 0 0 28.1926 26.6871 -4.01
926 0 0 0 28.1043 26.9059 -3.87333333333333
927 0 0 0 28.0424 26.9982 -3.79333333333333
928 0 0 0 27.8369 26.6911 -3.84333333333333
929 0 0 0 27.7979 26.3751 -3.63333333333333
930 0 0 0 27.9416 26.0496 -3.09666666666667
931 0 0 0 27.9588 26.1375 -3.305
932 0 0 0 27.9711 26.2973 -3.16333333333333
933 0 0 0 28.2522 26.4448 -3.14
934 0 0 0 28.4472 26.5823 -3.205
935 0 0 0 28.5259 26.7181 -3.33
936 0 0 0 28.4536 26.8523 -3.24
937 0 0 0 28.3532 26.9848 -3.35
938 0 0 0 28.4497 27.0333 -3.64
939 0 0 0 28.3995 27.0772 -4.01
940 0 0 0 28.2028 27.432 -4.33333333333333
941 0 0 0 28.2582 27.9345 -4.34
942 0 0 0 28.3726 28.0839 -4.05
943 0 0 0 28.383 27.5979 -3.745
944 0 0 0 28.3879 27.1141 -3.895
945 0 0 0 28.4645 27.0945 -3.93
946 0 0 0 28.592 27.0748 -3.99333333333333
947 0 0 0 28.7208 26.8687 -3.96666666666667
948 0 0 0 28.796 26.5944 -3.73
949 0 0 0 28.8392 26.5267 -3.87
950 0 0 0 28.8485 26.7156 -4.07
951 0 0 0 28.9277 26.927 -4.065
952 0 0 0 28.9682 27.2764 -3.91
953 0 0 0 28.8003 27.6149 -3.565
954 0 0 0 28.6096 27.6885 -3.42333333333333
955 0 0 0 28.5885 27.7163 -3.32
956 0 0 0 28.3667 27.6829 -3.635
957 0 0 0 28.1785 27.5988 -3.57
958 0 0 0 28.4125 27.4382 -3.62666666666667
959 0 0 0 28.5532 27.0408 -3.86
960 0 0 0 28.3983 26.6283 -3.855
961 0 0 0 28.3992 26.7623 -4.045
962 0 0 0 28.3727 26.9232 -3.93
963 0 0 0 28.2036 27.3345 -3.94
964 0 0 0 28.1922 27.8597 -3.67
965 0 0 0 28.3799 28.0691 -3.755
966 0 0 0 28.1809 27.7224 -3.795
967 0 0 0 28.1452 27.3652 -3.98
968 0 0 0 28.4601 27.0146 -3.93
969 0 0 0 28.4744 26.6524 -3.9
970 0 0 0 28.2327 26.5677 -3.79
971 0 0 0 28.4457 26.578 -3.775
972 0 0 0 28.5348 26.3731 -3.715
973 0 0 0 28.4268 25.8902 -3.61333333333333
974 0 0 0 28.4728 25.4655 -3.725
975 0 0 0 28.8477 25.4883 -3.79666666666667
976 0 0 0 28.9269 25.511 -3.98333333333333
977 0 0 0 28.8713 25.5914 -4.16333333333333
978 0 0 0 28.8981 25.6813 -3.99
979 0 0 0 28.6832 26.0118 -3.96
980 0 0 0 28.4524 26.5206 -3.82
981 0 0 0 28.4033 26.8622 -4.06
982 0 0 0 28.4172 26.7613 -3.965
983 0 0 0 28.4712 26.6596 -4.2
984 0 0 0 28.5556 26.5323 -3.74
985 0 0 0 28.6677 26.4022 -3.85
986 0 0 0 28.6191 26.2705 -3.765
987 0 0 0 28.5402 26.1373 -3.955
988 0 0 0 28.4387 26.1552 -4.01
989 0 0 0 28.3556 26.451 -3.88
990 0 0 0 28.3979 26.7192 -3.96
991 0 0 0 28.7684 26.6068 -3.93666666666667
992 0 0 0 28.7621 26.4932 -3.885
993 0 0 0 28.6593 26.4255 -4.045
994 0 0 0 28.5637 26.3731 -4.16
995 0 0 0 28.4721 26.3158 -4.47666666666667
996 0 0 0 28.4102 26.2523 -4.15
997 0 2 2 28.3708 26.2745 -4.12
